underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias
SPX,342,*,SPX900421C00325000,,call,04/21/1990,03/28/1990,325,0,19,19.5,0,2371,0.189,0.8792,1.2123,-12.3334,17.6243,SPX900421C00325000
SPX,342,*,SPX900421C00330000,,call,04/21/1990,03/28/1990,330,14.125,14.375,14.75,218,19222,0.1624,0.8387,1.7176,-12.475,21.4507,SPX900421C00330000
SPX,342,*,SPX900421C00335000,,call,04/21/1990,03/28/1990,335,10.125,10.5,10.875,2,8394,0.1621,0.7353,2.3024,-14.3106,28.7077,SPX900421C00335000
SPX,342,*,SPX900421C00340000,,call,04/21/1990,03/28/1990,340,7,7,7.25,42,12429,0.1517,0.6135,2.8766,-14.4909,33.5594,SPX900421C00340000
SPX,342,*,SPX900421C00345000,,call,04/21/1990,03/28/1990,345,3.5,4,4.375,643,6519,0.1441,0.4628,3.1434,-13.4084,34.834,SPX900421C00345000
SPX,342,*,SPX900421C00350000,,call,04/21/1990,03/28/1990,350,2,2,2.125,190,3007,0.1313,0.297,3.0051,-10.2113,30.3516,SPX900421C00350000
SPX,342,*,SPX900421C00355000,,call,04/21/1990,03/28/1990,355,1,0.813,0.938,33,4548,0.1271,0.1618,2.1987,-6.7356,21.4948,SPX900421C00355000
SPX,342,*,SPX900421C00360000,,call,04/21/1990,03/28/1990,360,0.438,0.313,0.438,2010,6384,0.1308,0.0845,1.3508,-4.2486,13.5879,SPX900421C00360000
SPX,342,*,SPX900421C00365000,,call,04/21/1990,03/28/1990,365,0.25,0.125,0.188,613,20,0.1336,0.0402,0.7386,-2.3727,7.5894,SPX900421C00365000
SPX,342,*,SPX900421C00370000,,call,04/21/1990,03/28/1990,370,0,0.063,0.125,0,0,0.1471,0.0259,0.4662,-1.7838,5.2747,SPX900421C00370000
SPX,342,*,SPX900421P00250000,,put,04/21/1990,03/28/1990,250,0.125,0.063,0.188,10,2147,0.5568,-0.0108,0.0582,-2.8173,2.4929,SPX900421P00250000
SPX,342,*,SPX900421P00305000,,put,04/21/1990,03/28/1990,305,0.438,0.375,0.438,10,707,0.2764,-0.0431,0.3777,-4.3328,8.0292,SPX900421P00305000
SPX,342,*,SPX900421P00310000,,put,04/21/1990,03/28/1990,310,0.563,0.438,0.563,100,460,0.2588,-0.0567,0.5021,-5.0039,9.9923,SPX900421P00310000
SPX,342,*,SPX900421P00315000,,put,04/21/1990,03/28/1990,315,0.688,0.563,0.75,158,2134,0.2423,-0.0766,0.6766,-5.8498,12.6103,SPX900421P00315000
SPX,342,*,SPX900421P00320000,,put,04/21/1990,03/28/1990,320,0,0.75,1,0,1324,0.225,-0.1037,0.913,-6.7093,15.8018,SPX900421P00320000
SPX,342,*,SPX900421P00325000,,put,04/21/1990,03/28/1990,325,1.25,1,1.25,15,5666,0.2022,-0.1361,1.2312,-7.149,19.1465,SPX900421P00325000
SPX,342,*,SPX900421P00330000,,put,04/21/1990,03/28/1990,330,1.938,1.5,1.625,740,10452,0.1798,-0.1847,1.6912,-7.5157,23.3835,SPX900421P00330000
SPX,342,*,SPX900421P00335000,,put,04/21/1990,03/28/1990,335,2.25,2.25,2.5,42,7371,0.1678,-0.2712,2.2521,-8.3317,29.0615,SPX900421P00335000
SPX,342,*,SPX900421P00340000,,put,04/21/1990,03/28/1990,340,4.25,3.75,4,85,9814,0.161,-0.3919,2.722,-8.6514,33.6947,SPX900421P00340000
SPX,342,*,SPX900421P00345000,,put,04/21/1990,03/28/1990,345,6,5.625,6,50,1187,0.1501,-0.5351,3.019,-7.2732,34.8506,SPX900421P00345000
SPX,342,*,SPX900421P00350000,,put,04/21/1990,03/28/1990,350,9.5,8.625,9.125,3,334,0.1509,-0.6769,2.7123,-5.2865,31.4863,SPX900421P00350000
SPX,342,*,SPX900421P00355000,,put,04/21/1990,03/28/1990,355,13,12.375,12.875,1,37,0.01,-1,0,6.777,0,SPX900421P00355000
SPX,342,*,SPX900421P00360000,,put,04/21/1990,03/28/1990,360,0,16.75,17.25,0,42,0.01,-1,0,6.8724,0,SPX900421P00360000
SPX,342,*,SPX900421P00365000,,put,04/21/1990,03/28/1990,365,0,21.375,21.875,0,0,0.01,-1,0,6.9679,0,SPX900421P00365000
SPX,342,*,SPX900421P00370000,,put,04/21/1990,03/28/1990,370,0,26.25,26.75,0,0,0.01,-1,0,7.0633,0,SPX900421P00370000
SPX,342,*,SPX900519C00250000,,call,05/19/1990,03/28/1990,250,0,92.5,93.125,0,0,0.01,1,0,-4.7469,0,SPX900519C00250000
SPX,342,*,SPX900519C00320000,,call,05/19/1990,03/28/1990,320,0,26,26.75,0,0,0.1844,0.8715,0.8817,-10.0043,27.0844,SPX900519C00320000
SPX,342,*,SPX900519C00325000,,call,05/19/1990,03/28/1990,325,0,21.75,22.375,0,100,0.1762,0.8288,1.1171,-10.5671,32.808,SPX900519C00325000
SPX,342,*,SPX900519C00330000,,call,05/19/1990,03/28/1990,330,0,17.625,18.25,0,1500,0.1693,0.7724,1.381,-11.0602,38.9642,SPX900519C00330000
SPX,342,*,SPX900519C00335000,,call,05/19/1990,03/28/1990,335,0,13.75,14.25,0,87,0.1589,0.7058,1.6801,-11.1525,44.4853,SPX900519C00335000
SPX,342,*,SPX900519C00340000,,call,05/19/1990,03/28/1990,340,0,10.375,10.875,0,1113,0.1546,0.6181,1.9105,-11.164,49.2239,SPX900519C00340000
SPX,342,*,SPX900519C00345000,,call,05/19/1990,03/28/1990,345,7.25,7.375,7.75,117,3510,0.1464,0.52,2.1076,-10.5045,51.4337,SPX900519C00345000
SPX,342,*,SPX900519C00350000,,call,05/19/1990,03/28/1990,350,5.125,5,5.25,200,380,0.1407,0.4125,2.144,-9.4018,50.2543,SPX900519C00350000
SPX,342,*,SPX900519C00355000,,call,05/19/1990,03/28/1990,355,0,3,3.25,0,0,0.1339,0.3031,2.0207,-7.7313,45.0897,SPX900519C00355000
SPX,342,*,SPX900519C00360000,,call,05/19/1990,03/28/1990,360,1.625,1.625,1.875,25,50,0.129,0.205,1.7056,-5.8581,36.6715,SPX900519C00360000
SPX,342,*,SPX900519C00365000,,call,05/19/1990,03/28/1990,365,0.813,0.75,0.813,2310,1700,0.118,0.1122,1.2517,-3.5125,24.6118,SPX900519C00365000
SPX,342,*,SPX900519C00370000,,call,05/19/1990,03/28/1990,370,0.5,0.313,0.438,25,250,0.1192,0.0662,0.8354,-2.327,16.5921,SPX900519C00370000
SPX,342,*,SPX900519P00250000,,put,05/19/1990,03/28/1990,250,0.188,0.125,0.25,100,84,0.3994,-0.0132,0.0658,-1.5908,4.3803,SPX900519P00250000
SPX,342,*,SPX900519P00320000,,put,05/19/1990,03/28/1990,320,0,2.75,2.938,0,1580,0.229,-0.1768,0.8775,-6.1589,33.4882,SPX900519P00320000
SPX,342,*,SPX900519P00325000,,put,05/19/1990,03/28/1990,325,3.5,3.375,3.625,10,108,0.2177,-0.2168,1.0448,-6.4435,37.9055,SPX900519P00325000
SPX,342,*,SPX900519P00330000,,put,05/19/1990,03/28/1990,330,0,4.25,4.625,0,3464,0.2096,-0.2686,1.2187,-6.7303,42.5713,SPX900519P00330000
SPX,342,*,SPX900519P00335000,,put,05/19/1990,03/28/1990,335,0,5.375,5.75,0,100,0.1988,-0.3278,1.4071,-6.6538,46.6238,SPX900519P00335000
SPX,342,*,SPX900519P00340000,,put,05/19/1990,03/28/1990,340,0,6.875,7.25,0,1116,0.1899,-0.3987,1.5745,-6.3451,49.828,SPX900519P00340000
SPX,342,*,SPX900519P00345000,,put,05/19/1990,03/28/1990,345,0,8.375,8.875,0,8,0.1766,-0.4793,1.7481,-5.4169,51.4288,SPX900519P00345000
SPX,342,*,SPX900519P00350000,,put,05/19/1990,03/28/1990,350,0,10.875,11.375,0,1,0.1723,-0.5674,1.7682,-4.4698,50.7619,SPX900519P00350000
SPX,342,*,SPX900519P00355000,,put,05/19/1990,03/28/1990,355,15.375,13.875,14.375,3,0,0.1693,-0.6538,1.6875,-3.1903,47.6207,SPX900519P00355000
SPX,342,*,SPX900519P00360000,,put,05/19/1990,03/28/1990,360,0,17.5,18,0,0,0.01,-1,0,6.8356,0,SPX900519P00360000
SPX,342,*,SPX900519P00365000,,put,05/19/1990,03/28/1990,365,0,21.625,22.125,0,0,0.01,-1,0,6.9305,0,SPX900519P00365000
SPX,342,*,SPX900519P00370000,,put,05/19/1990,03/28/1990,370,0,26.125,26.5,0,0,0.01,-1,0,7.0255,0,SPX900519P00370000
SPX,342,*,SPX900616C00250000,,call,06/16/1990,03/28/1990,250,0,94,94.5,0,3825,0.01,1,0,-4.7215,0,SPX900616C00250000
SPX,342,*,SPX900616C00275000,,call,06/16/1990,03/28/1990,275,0,70,71,0,1683,0.01,1,0,-5.1937,0,SPX900616C00275000
SPX,342,*,SPX900616C00300000,,call,06/16/1990,03/28/1990,300,0,46.875,47.875,0,791,0.2273,0.9235,0.395,-8.4087,23.0187,SPX900616C00300000
SPX,342,*,SPX900616C00305000,,call,06/16/1990,03/28/1990,305,0,42.375,43.375,0,180,0.2236,0.9019,0.4833,-8.9564,27.7073,SPX900616C00305000
SPX,342,*,SPX900616C00310000,,call,06/16/1990,03/28/1990,310,0,37.875,38.625,0,25,0.2085,0.8873,0.5731,-9.0718,30.6362,SPX900616C00310000
SPX,342,*,SPX900616C00315000,,call,06/16/1990,03/28/1990,315,0,33.5,34.25,0,26,0.2032,0.8585,0.6893,-9.532,35.8987,SPX900616C00315000
SPX,342,*,SPX900616C00320000,,call,06/16/1990,03/28/1990,320,0,29.375,30.125,0,245,0.2004,0.821,0.8149,-10.0521,41.8728,SPX900616C00320000
SPX,342,*,SPX900616C00325000,,call,06/16/1990,03/28/1990,325,24.5,25.375,26.125,2157,12251,0.1961,0.7788,0.9457,-10.4369,47.5539,SPX900616C00325000
SPX,342,*,SPX900616C00330000,,call,06/16/1990,03/28/1990,330,0,21.25,22,0,3194,0.1855,0.7361,1.1006,-10.4722,52.3294,SPX900616C00330000
SPX,342,*,SPX900616C00335000,,call,06/16/1990,03/28/1990,335,16.875,17.625,18.125,110,4114,0.1759,0.6839,1.263,-10.4019,56.9657,SPX900616C00335000
SPX,342,*,SPX900616C00340000,,call,06/16/1990,03/28/1990,340,0,14,14.5,0,5304,0.1666,0.6221,1.4253,-10.1378,60.8609,SPX900616C00340000
SPX,342,*,SPX900616C00345000,,call,06/16/1990,03/28/1990,345,10.125,10.625,11.125,10,4286,0.1565,0.5505,1.5798,-9.593,63.3637,SPX900616C00345000
SPX,342,*,SPX900616C00350000,,call,06/16/1990,03/28/1990,350,7.75,8,8.5,14,13905,0.1525,0.4708,1.6294,-8.9972,63.7044,SPX900616C00350000
SPX,342,*,SPX900616C00355000,,call,06/16/1990,03/28/1990,355,5.375,5.625,6,6,7049,0.1442,0.3853,1.6564,-7.9275,61.2152,SPX900616C00355000
SPX,342,*,SPX900616C00360000,,call,06/16/1990,03/28/1990,360,3.375,3.625,3.875,5,8906,0.1345,0.2948,1.6017,-6.5014,55.2256,SPX900616C00360000
SPX,342,*,SPX900616C00365000,,call,06/16/1990,03/28/1990,365,2.25,2,2.25,2153,10150,0.1249,0.2056,1.4237,-4.8627,45.5763,SPX900616C00365000
SPX,342,*,SPX900616C00370000,,call,06/16/1990,03/28/1990,370,0,1.125,1.375,0,4835,0.1225,0.1409,1.1401,-3.6374,35.7934,SPX900616C00370000
SPX,342,*,SPX900616C00375000,,call,06/16/1990,03/28/1990,375,0,0.625,0.75,0,3893,0.1185,0.0876,0.8386,-2.4484,25.4853,SPX900616C00375000
SPX,342,*,SPX900616C00380000,,call,06/16/1990,03/28/1990,380,0,0.25,0.438,0,1267,0.1185,0.0554,0.5898,-1.6831,17.923,SPX900616C00380000
SPX,342,*,SPX900616C00385000,,call,06/16/1990,03/28/1990,385,0,0.125,0.25,0,8816,0.1189,0.034,0.3966,-1.1158,12.0831,SPX900616C00385000
SPX,342,*,SPX900616P00250000,,put,06/16/1990,03/28/1990,250,0.375,0.313,0.438,17,17043,0.3556,-0.0198,0.0844,-1.571,7.6912,SPX900616P00250000
SPX,342,*,SPX900616P00275000,,put,06/16/1990,03/28/1990,275,1,0.875,0.938,2808,9908,0.3056,-0.0443,0.1913,-2.5539,14.9869,SPX900616P00275000
SPX,342,*,SPX900616P00300000,,put,06/16/1990,03/28/1990,300,2.125,2.063,2.313,370,13463,0.2653,-0.1074,0.4351,-4.1596,29.5973,SPX900616P00300000
SPX,342,*,SPX900616P00305000,,put,06/16/1990,03/28/1990,305,2.75,2.625,2.75,75,1230,0.2569,-0.1272,0.5066,-4.4693,33.3616,SPX900616P00305000
SPX,342,*,SPX900616P00310000,,put,06/16/1990,03/28/1990,310,3,3,3.25,4269,7021,0.2479,-0.1499,0.5873,-4.7368,37.3218,SPX900616P00310000
SPX,342,*,SPX900616P00315000,,put,06/16/1990,03/28/1990,315,3.875,3.75,4,313,2412,0.2427,-0.1799,0.6751,-5.1126,41.9976,SPX900616P00315000
SPX,342,*,SPX900616P00320000,,put,06/16/1990,03/28/1990,320,4.875,4.5,4.625,24,7765,0.2316,-0.2092,0.7757,-5.2027,46.0457,SPX900616P00320000
SPX,342,*,SPX900616P00325000,,put,06/16/1990,03/28/1990,325,5.375,5.25,5.375,274,10309,0.2206,-0.2439,0.8878,-5.2211,50.2122,SPX900616P00325000
SPX,342,*,SPX900616P00330000,,put,06/16/1990,03/28/1990,330,6.75,6.5,6.75,50,7936,0.2185,-0.2911,0.9801,-5.4591,54.9008,SPX900616P00330000
SPX,342,*,SPX900616P00335000,,put,06/16/1990,03/28/1990,335,7.75,7.5,7.875,1969,7677,0.208,-0.3377,1.0976,-5.2392,58.5154,SPX900616P00335000
SPX,342,*,SPX900616P00340000,,put,06/16/1990,03/28/1990,340,9.125,8.625,9,5,11085,0.194,-0.3901,1.2355,-4.7168,61.4383,SPX900616P00340000
SPX,342,*,SPX900616P00345000,,put,06/16/1990,03/28/1990,345,11.125,10.5,11,10,5929,0.19,-0.4527,1.3021,-4.3519,63.4266,SPX900616P00345000
SPX,342,*,SPX900616P00350000,,put,06/16/1990,03/28/1990,350,12.5,12.375,12.875,85,14905,0.1792,-0.5202,1.3883,-3.4872,63.7933,SPX900616P00350000
SPX,342,*,SPX900616P00355000,,put,06/16/1990,03/28/1990,355,15.875,15,15.5,5,547,0.175,-0.5898,1.3875,-2.6425,62.249,SPX900616P00355000
SPX,342,*,SPX900616P00360000,,put,06/16/1990,03/28/1990,360,0,17.875,18.625,0,1438,0.1734,-0.6562,1.325,-1.7252,58.914,SPX900616P00360000
SPX,342,*,SPX900616P00365000,,put,06/16/1990,03/28/1990,365,22.125,21.5,22.25,61,417,0.01,-1,0,6.8934,0,SPX900616P00365000
SPX,342,*,SPX900616P00370000,,put,06/16/1990,03/28/1990,370,0,25.375,26.125,0,51,0.01,-1,0,6.9879,0,SPX900616P00370000
SPX,342,*,SPX900616P00375000,,put,06/16/1990,03/28/1990,375,0,29.75,30.5,0,2670,0.01,-1,0,7.0823,0,SPX900616P00375000
SPX,342,*,SPX900616P00380000,,put,06/16/1990,03/28/1990,380,0,34.125,34.875,0,75,0.01,-1,0,7.1767,0,SPX900616P00380000
SPX,342,*,SPX900616P00385000,,put,06/16/1990,03/28/1990,385,0,38.75,39.75,0,2511,0.01,-1,0,7.2711,0,SPX900616P00385000
SPX,342,*,SPX900922C00250000,,call,09/22/1990,03/28/1990,250,96,96.375,97.375,2,2,0.01,1,0,-4.6336,0,SPX900922C00250000
SPX,342,*,SPX900922C00275000,,call,09/22/1990,03/28/1990,275,0,74,75,0,20,0.01,1,0,-5.097,0,SPX900922C00275000
SPX,342,*,SPX900922C00300000,,call,09/22/1990,03/28/1990,300,0,52.75,53.75,0,65,0.1782,0.9176,0.3571,-6.8049,36.2971,SPX900922C00300000
SPX,342,*,SPX900922C00305000,,call,09/22/1990,03/28/1990,305,0,48.625,49.625,0,0,0.1816,0.8917,0.4288,-7.1628,44.4223,SPX900922C00305000
SPX,342,*,SPX900922C00310000,,call,09/22/1990,03/28/1990,310,0,44.625,45.625,0,1,0.1838,0.8633,0.4987,-7.4879,52.297,SPX900922C00310000
SPX,342,*,SPX900922C00315000,,call,09/22/1990,03/28/1990,315,0,40.625,41.625,0,0,0.183,0.8352,0.5678,-7.7243,59.2487,SPX900922C00315000
SPX,342,*,SPX900922C00320000,,call,09/22/1990,03/28/1990,320,0,36.75,37.75,0,500,0.1816,0.8042,0.6372,-7.9184,66.0074,SPX900922C00320000
SPX,342,*,SPX900922C00325000,,call,09/22/1990,03/28/1990,325,0,32.75,33.75,0,7089,0.1763,0.7743,0.7136,-7.9846,71.7588,SPX900922C00325000
SPX,342,*,SPX900922C00330000,,call,09/22/1990,03/28/1990,330,0,29.125,30.125,0,0,0.1741,0.7374,0.7841,-8.0666,77.8645,SPX900922C00330000
SPX,342,*,SPX900922C00335000,,call,09/22/1990,03/28/1990,335,0,25.625,26.625,0,2550,0.1712,0.6979,0.8531,-8.0726,83.3038,SPX900922C00335000
SPX,342,*,SPX900922C00340000,,call,09/22/1990,03/28/1990,340,0,22.375,23.125,0,6732,0.1661,0.6565,0.9272,-7.9614,87.8536,SPX900922C00340000
SPX,342,*,SPX900922C00345000,,call,09/22/1990,03/28/1990,345,18.75,19.25,20,25,2004,0.163,0.6103,0.9852,-7.8149,91.6156,SPX900922C00345000
SPX,342,*,SPX900922C00350000,,call,09/22/1990,03/28/1990,350,0,16.375,17.125,0,18374,0.1603,0.5613,1.0299,-7.5919,94.151,SPX900922C00350000
SPX,342,*,SPX900922C00355000,,call,09/22/1990,03/28/1990,355,0,13.5,14.25,0,375,0.155,0.5099,1.0772,-7.2189,95.2502,SPX900922C00355000
SPX,342,*,SPX900922C00360000,,call,09/22/1990,03/28/1990,360,11,10.5,11.25,279,4450,0.1459,0.4532,1.1374,-6.6337,94.624,SPX900922C00360000
SPX,342,*,SPX900922C00365000,,call,09/22/1990,03/28/1990,365,0,8.375,8.875,0,10,0.1404,0.3948,1.1484,-6.0452,91.9503,SPX900922C00365000
SPX,342,*,SPX900922C00370000,,call,09/22/1990,03/28/1990,370,0,6.5,7,0,0,0.1373,0.3384,1.1155,-5.4542,87.3533,SPX900922C00370000
SPX,342,*,SPX900922C00375000,,call,09/22/1990,03/28/1990,375,5.375,5.25,5.5,772,9800,0.1355,0.2859,1.0507,-4.8602,81.2033,SPX900922C00375000
SPX,342,*,SPX900922P00250000,,put,09/22/1990,03/28/1990,250,0,1.188,1.438,0,14820,0.3107,-0.0436,0.1246,-1.6134,22.081,SPX900922P00250000
SPX,342,*,SPX900922P00275000,,put,09/22/1990,03/28/1990,275,0,2.75,3.125,0,1566,0.2904,-0.0893,0.2329,-2.5008,38.5732,SPX900922P00275000
SPX,342,*,SPX900922P00300000,,put,09/22/1990,03/28/1990,300,5.375,5.25,5.75,36,8538,0.2621,-0.1602,0.3889,-3.1207,58.1472,SPX900922P00300000
SPX,342,*,SPX900922P00305000,,put,09/22/1990,03/28/1990,305,0,5.875,6.375,0,220,0.255,-0.1778,0.4276,-3.1658,62.1879,SPX900922P00305000
SPX,342,*,SPX900922P00310000,,put,09/22/1990,03/28/1990,310,6.75,6.625,7.125,355,14277,0.2487,-0.1979,0.4684,-3.2074,66.4481,SPX900922P00310000
SPX,342,*,SPX900922P00315000,,put,09/22/1990,03/28/1990,315,0,7.5,8,0,2898,0.243,-0.2205,0.5108,-3.2343,70.8064,SPX900922P00315000
SPX,342,*,SPX900922P00320000,,put,09/22/1990,03/28/1990,320,0,8.375,8.875,0,2755,0.2361,-0.2442,0.5566,-3.198,74.9494,SPX900922P00320000
SPX,342,*,SPX900922P00325000,,put,09/22/1990,03/28/1990,325,10,9.5,10,30,10732,0.231,-0.2715,0.6009,-3.1668,79.1887,SPX900922P00325000
SPX,342,*,SPX900922P00330000,,put,09/22/1990,03/28/1990,330,0,10.375,11.125,0,4815,0.2245,-0.3002,0.6485,-3.0569,83.0621,SPX900922P00330000
SPX,342,*,SPX900922P00335000,,put,09/22/1990,03/28/1990,335,12,11.5,12.25,7,4999,0.2166,-0.3307,0.7006,-2.8637,86.565,SPX900922P00335000
SPX,342,*,SPX900922P00340000,,put,09/22/1990,03/28/1990,340,13.5,12.875,13.625,20,1326,0.2101,-0.3647,0.7489,-2.6431,89.7434,SPX900922P00340000
SPX,342,*,SPX900922P00345000,,put,09/22/1990,03/28/1990,345,0,14.5,15.25,0,70,0.2046,-0.4016,0.7913,-2.3829,92.3662,SPX900922P00345000
SPX,342,*,SPX900922P00350000,,put,09/22/1990,03/28/1990,350,16.75,16.125,16.875,1302,12049,0.1974,-0.4408,0.837,-2.0094,94.2302,SPX900922P00350000
SPX,342,*,SPX900922P00355000,,put,09/22/1990,03/28/1990,355,0,18.5,19.25,0,556,0.1961,-0.4819,0.8508,-1.7137,95.1817,SPX900922P00355000
SPX,342,*,SPX900922P00360000,,put,09/22/1990,03/28/1990,360,22,20.875,21.625,555,294,0.1928,-0.524,0.8648,-1.2998,95.1077,SPX900922P00360000
SPX,342,*,SPX900922P00365000,,put,09/22/1990,03/28/1990,365,0,23.25,24.25,0,0,0.19,-0.5663,0.8668,-0.8369,93.9625,SPX900922P00365000
SPX,342,*,SPX900922P00370000,,put,09/22/1990,03/28/1990,370,0,26.125,27.125,0,0,0.01,-1,0,6.8577,0,SPX900922P00370000
SPX,342,*,SPX900922P00375000,,put,09/22/1990,03/28/1990,375,0,29.25,30.25,0,657,0.01,-1,0,6.9504,0,SPX900922P00375000
SPX,342,*,SPX901222C00250000,,call,12/22/1990,03/28/1990,250,0,99.375,100.375,0,235,0.01,1,0,-4.5534,0,SPX901222C00250000
SPX,342,*,SPX901222C00275000,,call,12/22/1990,03/28/1990,275,77.5,77.875,78.875,200,3,0.01,1,0,-5.0088,0,SPX901222C00275000
SPX,342,*,SPX901222C00300000,,call,12/22/1990,03/28/1990,300,57,57.375,58.375,200,120,0.1468,0.9348,0.295,-6.0299,37.3261,SPX901222C00300000
SPX,342,*,SPX901222C00325000,,call,12/22/1990,03/28/1990,325,0,38.375,39.375,0,1017,0.1618,0.7904,0.6059,-6.9716,84.526,SPX901222C00325000
SPX,342,*,SPX901222C00330000,,call,12/22/1990,03/28/1990,330,0,34.875,35.875,0,0,0.1615,0.7577,0.659,-7.0356,91.7366,SPX901222C00330000
SPX,342,*,SPX901222C00335000,,call,12/22/1990,03/28/1990,335,0,31.375,32.375,0,0,0.1594,0.7246,0.7135,-7.036,98.0343,SPX901222C00335000
SPX,342,*,SPX901222C00340000,,call,12/22/1990,03/28/1990,340,0,28.125,29.125,0,0,0.1581,0.6883,0.7616,-7.008,103.8248,SPX901222C00340000
SPX,342,*,SPX901222C00345000,,call,12/22/1990,03/28/1990,345,0,25.25,26,0,0,0.1564,0.6504,0.8063,-6.9275,108.7083,SPX901222C00345000
SPX,342,*,SPX901222C00350000,,call,12/22/1990,03/28/1990,350,0,22.125,22.875,0,332,0.1531,0.6112,0.8531,-6.7719,112.5526,SPX901222C00350000
SPX,342,*,SPX901222C00355000,,call,12/22/1990,03/28/1990,355,0,19.375,20.125,0,0,0.1514,0.5694,0.8839,-6.5947,115.3521,SPX901222C00355000
SPX,342,*,SPX901222C00360000,,call,12/22/1990,03/28/1990,360,0,16.625,17.375,0,0,0.148,0.5263,0.9159,-6.3343,116.8756,SPX901222C00360000
SPX,342,*,SPX901222C00365000,,call,12/22/1990,03/28/1990,365,0,14.25,15,0,0,0.1462,0.4821,0.9287,-6.0533,117.0117,SPX901222C00365000
SPX,342,*,SPX901222C00370000,,call,12/22/1990,03/28/1990,370,0,11.75,12.5,0,0,0.1414,0.4354,0.9482,-5.6549,115.5925,SPX901222C00370000
SPX,342,*,SPX901222C00375000,,call,12/22/1990,03/28/1990,375,10.125,9.875,10,55,1415,0.1347,0.3849,0.9664,-5.1425,112.2203,SPX901222C00375000
SPX,342,*,SPX901222C00400000,,call,12/22/1990,03/28/1990,400,0,3.375,3.75,0,1152,0.1301,0.1882,0.7061,-3.0785,79.2082,SPX901222C00400000
SPX,342,*,SPX901222P00250000,,put,12/22/1990,03/28/1990,250,0,2.5,2.875,0,3802,0.3082,-0.0653,0.1407,-1.657,37.3666,SPX901222P00250000
SPX,342,*,SPX901222P00275000,,put,12/22/1990,03/28/1990,275,4.5,4.5,4.875,200,544,0.2832,-0.1093,0.225,-2.082,54.9367,SPX901222P00275000
SPX,342,*,SPX901222P00300000,,put,12/22/1990,03/28/1990,300,7.75,7.375,7.875,226,2315,0.2573,-0.1743,0.3404,-2.316,75.4957,SPX901222P00300000
SPX,342,*,SPX901222P00325000,,put,12/22/1990,03/28/1990,325,0,11.75,12.5,0,11926,0.2323,-0.2696,0.4844,-2.1807,97.0037,SPX901222P00325000
SPX,342,*,SPX901222P00330000,,put,12/22/1990,03/28/1990,330,0,12.75,13.5,0,0,0.2256,-0.292,0.5184,-2.0537,100.819,SPX901222P00330000
SPX,342,*,SPX901222P00335000,,put,12/22/1990,03/28/1990,335,0,14,14.75,0,77,0.2205,-0.3169,0.5502,-1.9236,104.5605,SPX901222P00335000
SPX,342,*,SPX901222P00340000,,put,12/22/1990,03/28/1990,340,0,15.5,16.25,0,810,0.2167,-0.3439,0.5784,-1.7843,108.0428,SPX901222P00340000
SPX,342,*,SPX901222P00345000,,put,12/22/1990,03/28/1990,345,0,16.875,17.625,0,0,0.2107,-0.3717,0.6113,-1.5715,111.0178,SPX901222P00345000
SPX,342,*,SPX901222P00350000,,put,12/22/1990,03/28/1990,350,18.875,19,19.5,10,6880,0.2081,-0.4018,0.6332,-1.3824,113.563,SPX901222P00350000
SPX,342,*,SPX901222P00355000,,put,12/22/1990,03/28/1990,355,0,20.375,21.375,0,0,0.2042,-0.4329,0.6559,-1.1343,115.4662,SPX901222P00355000
SPX,342,*,SPX901222P00360000,,put,12/22/1990,03/28/1990,360,0,22.375,23.375,0,2,0.2003,-0.4651,0.6759,-0.8449,116.68,SPX901222P00360000
SPX,342,*,SPX901222P00365000,,put,12/22/1990,03/28/1990,365,0,24.625,25.625,0,0,0.1972,-0.498,0.689,-0.5353,117.128,SPX901222P00365000
SPX,342,*,SPX901222P00370000,,put,12/22/1990,03/28/1990,370,27.875,27,28,1,0,0.01,-0.9992,0.0943,6.7323,0.8131,SPX901222P00370000
SPX,342,*,SPX901222P00375000,,put,12/22/1990,03/28/1990,375,30,29.75,30.75,4,226,0.01,-1,0.0002,6.8302,0.0017,SPX901222P00375000
SPX,342,*,SPX901222P00400000,,put,12/22/1990,03/28/1990,400,0,46.375,47.375,0,261,0.01,-1,0,7.2855,0,SPX901222P00400000
SPX,342,*,SPX910622C00250000,,call,06/22/1991,03/28/1990,250,0,103,105,0,0,0.01,1,0,-4.3973,0,SPX910622C00250000
SPX,342,*,SPX910622C00275000,,call,06/22/1991,03/28/1990,275,0,83.375,85.375,0,0,0.01,1,0,-4.837,0,SPX910622C00275000
SPX,342,*,SPX910622C00300000,,call,06/22/1991,03/28/1990,300,0,65.375,67.375,0,0,0.1083,0.969,0.1696,-5.3825,26.5447,SPX910622C00300000
SPX,342,*,SPX910622C00325000,,call,06/22/1991,03/28/1990,325,0,46.625,48.625,0,481,0.1354,0.8387,0.4754,-5.9638,93.0028,SPX910622C00325000
SPX,342,*,SPX910622C00350000,,call,06/22/1991,03/28/1990,350,0,29.75,31.75,0,100,0.1326,0.6927,0.697,-5.8992,133.6054,SPX910622C00350000
SPX,342,*,SPX910622C00375000,,call,06/22/1991,03/28/1990,375,0,19.5,21.5,0,0,0.1478,0.5191,0.7093,-5.4744,151.4885,SPX910622C00375000
